OrderDetailsID,OrderID,ProductName,Quantity,PricePerUnit
4803,3332,Godrej Hair Dye,1,10
4804,125,Colgate Toothpaste,4,50
4805,1075,Tata Tea Gold,3,99
4806,619,Himalaya Face Wash,1,12
4807,3957,Parle-G Biscuits,4,12
4808,553,Britannia Rusk,5,40
4809,2789,Tata Tea Gold,3,80
4810,2582,Fortune Oil,5,45
4811,642,Red Label Tea,2,200
4812,1365,Nestle Milk,1,20
4813,1072,Red Label Tea,3,150
4814,3934,Red Label Tea,2,180
4815,1270,Bournvita,1,150
4816,470,Britannia Rusk,3,45
4817,3900,Aashirvaad Atta,4,180
4818,2104,Fortune Oil,1,45
4819,3422,Harpic Toilet Cleaner,5,120
4820,349,Aashirvaad Atta,5,80
4821,769,Dove Soap,1,300
4822,3255,Parle-G Biscuits,4,20
4823,3806,Aashirvaad Atta,3,20
4824,2802,Nestle Milk,1,45
4825,1578,Parle-G Biscuits,1,70
4826,3406,Colgate Toothpaste,1,45
4827,2717,Tata Salt,2,99
4828,71,Clinic Plus Shampoo,2,60
4829,2344,Britannia Rusk,2,200
4830,3149,Colgate Toothpaste,1,40
4831,1403,Tata Tea Gold,1,300
4832,2575,Nestle Milk,3,20
4833,1069,Dove Soap,2,180
4834,957,Tata Tea Gold,3,70
4835,772,Colgate Toothpaste,3,12
4836,1824,Aashirvaad Atta,1,10
4837,1609,Clinic Plus Shampoo,4,300
4838,1975,Tata Salt,3,99
4839,1389,Dove Soap,5,40
4840,988,Dettol Liquid,5,12
4841,3849,Ariel Detergent,4,180
4842,1417,Tata Tea Gold,4,200
4843,2050,Harpic Toilet Cleaner,4,120
4844,1676,Dove Soap,5,10
4845,1378,Bournvita,1,12
4846,1211,Harpic Toilet Cleaner,4,200
4847,152,Dove Soap,5,120
4848,2771,Maggi Noodles,4,70
4849,2236,Aashirvaad Atta,3,120
4850,1550,Colgate Toothpaste,1,300
4851,2232,Colgate Toothpaste,2,50
4852,2686,Nestle Milk,4,45
4853,519,Himalaya Face Wash,5,180
4854,3212,Bournvita,2,45
4855,1778,Parle-G Biscuits,1,99
4856,1388,Himalaya Face Wash,4,60
4857,1527,Nestle Milk,3,45
4858,1673,Red Label Tea,2,20
4859,3502,Colgate Toothpaste,4,20
4860,586,Good Day Cookies,2,12
4861,643,Nestle Milk,5,45
4862,357,Good Day Cookies,3,150
4863,266,Harpic Toilet Cleaner,5,50
4864,1894,Colgate Toothpaste,1,45
4865,870,Dettol Liquid,4,35
4866,416,Colgate Toothpaste,5,45
4867,936,Parle-G Biscuits,3,12
4868,1929,Harpic Toilet Cleaner,4,120
4869,3604,Bournvita,5,200
4870,2615,Amul Butter,5,300
4871,1206,Dove Soap,5,120
4872,1560,Godrej Hair Dye,2,70
4873,3288,Tata Salt,4,50
4874,104,Good Day Cookies,5,10
4875,83,Red Label Tea,3,40
4876,3339,Dove Soap,4,40
4877,1204,Fortune Oil,5,150
4878,1995,Good Day Cookies,1,10
4879,1277,Nestle Milk,5,99
4880,420,Clinic Plus Shampoo,5,20
4881,3221,Godrej Hair Dye,2,60
4882,2904,Good Day Cookies,2,60
4883,2956,Bournvita,1,99
4884,342,Maggi Noodles,3,45
4885,523,Colgate Toothpaste,4,50
4886,546,Amul Butter,5,120
4887,1729,Himalaya Face Wash,5,80
4888,1660,Parle-G Biscuits,4,99
4889,79,Red Label Tea,4,120
4890,319,Fortune Oil,5,45
4891,1520,Fortune Oil,1,60
4892,2838,Britannia Rusk,1,50
4893,1163,Nestle Milk,1,150
4894,1294,Fortune Oil,5,70
4895,1898,Red Label Tea,4,60
4896,714,Red Label Tea,4,50
4897,3811,Harpic Toilet Cleaner,3,50
4898,2353,Godrej Hair Dye,3,45
4899,421,Dettol Liquid,4,120
4900,1647,Amul Butter,2,300
4901,634,Nestle Milk,3,20
4902,1865,Himalaya Face Wash,1,150
4903,2703,Clinic Plus Shampoo,4,60
4904,741,Tata Tea Gold,2,20
4905,1962,Colgate Toothpaste,2,12
4906,826,Ariel Detergent,4,130
4907,3487,Ariel Detergent,1,99
4908,1356,Aashirvaad Atta,4,60
4909,2934,Bournvita,5,45
4910,3192,Colgate Toothpaste,5,40
4911,200,Himalaya Face Wash,5,35
4912,3537,Tata Salt,2,99
4913,3117,Fortune Oil,5,45
4914,961,Britannia Rusk,3,300
4915,2493,Parle-G Biscuits,4,45
4916,886,Harpic Toilet Cleaner,4,70
4917,1937,Harpic Toilet Cleaner,3,99
4918,3655,Dove Soap,1,10
4919,456,Dove Soap,2,150
4920,908,Clinic Plus Shampoo,3,50
4921,3789,Harpic Toilet Cleaner,3,150
4922,3167,Nestle Milk,4,45
4923,419,Ariel Detergent,5,50
4924,158,Colgate Toothpaste,5,50
4925,1630,Tata Salt,3,45
4926,251,Aashirvaad Atta,3,130
4927,915,Parle-G Biscuits,1,60
4928,1273,Fortune Oil,1,180
4929,147,Nestle Milk,1,99
4930,447,Fortune Oil,3,45
4931,2853,Clinic Plus Shampoo,3,180
4932,1237,Nestle Milk,5,120
4933,3773,Good Day Cookies,2,12
4934,2575,Good Day Cookies,4,50
4935,959,Harpic Toilet Cleaner,1,180
4936,617,Nestle Milk,3,99
4937,2477,Maggi Noodles,2,12
4938,3190,Fortune Oil,2,120
4939,296,Nestle Milk,2,120
4940,3105,Dove Soap,5,10
4941,3784,Colgate Toothpaste,2,180
4942,1629,Parle-G Biscuits,2,80
4943,3470,Britannia Rusk,1,120
4944,455,Britannia Rusk,2,40
4945,294,Nestle Milk,2,40
4946,2878,Parle-G Biscuits,5,50
4947,3101,Colgate Toothpaste,3,20
4948,2120,Ariel Detergent,2,50
4949,532,Harpic Toilet Cleaner,1,40
4950,1616,Godrej Hair Dye,3,70
4951,3620,Colgate Toothpaste,5,130
4952,2279,Ariel Detergent,5,45
4953,2667,Red Label Tea,2,40
4954,3279,Amul Butter,5,40
4955,1564,Good Day Cookies,4,20
4956,1129,Britannia Rusk,1,80
4957,2486,Ariel Detergent,2,20
4958,1962,Harpic Toilet Cleaner,5,10
4959,758,Tata Tea Gold,2,130
4960,2563,Himalaya Face Wash,5,300
4961,1061,Aashirvaad Atta,2,150
4962,2508,Parle-G Biscuits,5,40
4963,1299,Good Day Cookies,2,200
4964,511,Amul Butter,1,60
4965,890,Bournvita,2,120
4966,1478,Harpic Toilet Cleaner,3,99
4967,1476,Tata Tea Gold,3,45
4968,2939,Godrej Hair Dye,2,120
4969,2579,Maggi Noodles,3,40
4970,2726,Red Label Tea,2,45
4971,2907,Red Label Tea,4,300
4972,644,Britannia Rusk,2,200
4973,1841,Parle-G Biscuits,5,120
4974,567,Parle-G Biscuits,2,120
4975,2771,Ariel Detergent,5,180
4976,1220,Good Day Cookies,5,12
4977,3133,Aashirvaad Atta,5,120
4978,3531,Red Label Tea,2,50
4979,1144,Bournvita,1,45
4980,2704,Good Day Cookies,3,130
4981,3254,Harpic Toilet Cleaner,5,45
4982,2242,Britannia Rusk,1,20
4983,2226,Dove Soap,4,50
4984,1637,Dettol Liquid,5,45
4985,3095,Maggi Noodles,3,45
4986,236,Himalaya Face Wash,3,80
4987,1500,Tata Tea Gold,4,99
4988,1689,Bournvita,1,12
4989,2154,Dove Soap,3,120
4990,2194,Godrej Hair Dye,3,200
4991,359,Parle-G Biscuits,1,40
4992,1696,Aashirvaad Atta,5,50
4993,2703,Maggi Noodles,3,80
4994,1107,Parle-G Biscuits,2,120
4995,3925,Nestle Milk,3,35
4996,522,Red Label Tea,5,12
4997,2294,Red Label Tea,1,150
4998,3727,Nestle Milk,3,45
4999,3237,Britannia Rusk,1,50
5000,1482,Tata Salt,4,70
5001,855,Dove Soap,4,50
5002,3582,Dettol Liquid,2,200
5003,174,Amul Butter,4,40
5004,770,Dettol Liquid,3,180
5005,2312,Parle-G Biscuits,1,45
5006,527,Good Day Cookies,5,45
5007,1220,Parle-G Biscuits,5,10
5008,180,Ariel Detergent,3,300
5009,171,Dove Soap,4,80
5010,1251,Tata Salt,5,150
5011,818,Dettol Liquid,1,12
5012,1558,Clinic Plus Shampoo,3,150
5013,2010,Godrej Hair Dye,5,10
5014,968,Tata Tea Gold,4,40
5015,970,Tata Salt,4,80
5016,536,Aashirvaad Atta,5,50
5017,1334,Tata Salt,3,300
5018,1225,Tata Tea Gold,5,50
5019,1856,Nestle Milk,4,45
5020,1365,Maggi Noodles,4,35
5021,1708,Clinic Plus Shampoo,3,20
5022,2008,Himalaya Face Wash,4,200
5023,1540,Amul Butter,5,150
5024,1975,Nestle Milk,1,80
5025,430,Ariel Detergent,3,99
5026,1784,Colgate Toothpaste,3,20
5027,3019,Amul Butter,2,50
5028,1099,Britannia Rusk,5,45
5029,3892,Red Label Tea,3,300
5030,1486,Dove Soap,3,45
5031,336,Himalaya Face Wash,2,130
5032,1944,Aashirvaad Atta,5,70
5033,3984,Bournvita,2,12
5034,1499,Harpic Toilet Cleaner,3,99
5035,2482,Bournvita,5,45
5036,1783,Dettol Liquid,2,200
5037,2325,Godrej Hair Dye,4,180
5038,1307,Good Day Cookies,5,50
5039,984,Dettol Liquid,5,99
5040,3972,Dettol Liquid,1,180
5041,3688,Clinic Plus Shampoo,1,12
5042,2318,Tata Salt,3,70
5043,2605,Clinic Plus Shampoo,3,120
5044,2424,Nestle Milk,1,80
5045,2692,Dove Soap,1,45
5046,300,Colgate Toothpaste,2,40
5047,2904,Dove Soap,5,50
5048,780,Bournvita,2,45
5049,939,Dove Soap,4,99
5050,1119,Red Label Tea,1,12
5051,2966,Bournvita,3,45
5052,3055,Colgate Toothpaste,2,80
5053,1999,Tata Tea Gold,2,80
5054,2439,Nestle Milk,3,120
5055,3265,Harpic Toilet Cleaner,4,45
5056,398,Britannia Rusk,4,300
5057,2602,Fortune Oil,5,80
5058,1809,Himalaya Face Wash,3,150
5059,2251,Tata Tea Gold,5,60
5060,1477,Good Day Cookies,5,60
5061,3162,Britannia Rusk,4,70
5062,2604,Aashirvaad Atta,5,180
5063,2980,Harpic Toilet Cleaner,2,50
5064,1475,Tata Tea Gold,3,180
5065,3561,Himalaya Face Wash,5,50
5066,603,Aashirvaad Atta,3,60
5067,583,Harpic Toilet Cleaner,3,70
5068,1885,Amul Butter,1,45
5069,1776,Fortune Oil,3,50
5070,1248,Good Day Cookies,2,120
5071,3174,Nestle Milk,4,120
5072,1601,Maggi Noodles,1,35
5073,33,Dove Soap,3,50
5074,289,Fortune Oil,2,45
5075,1216,Nestle Milk,4,45
5076,1356,Himalaya Face Wash,2,40
5077,2075,Tata Tea Gold,3,120
5078,139,Britannia Rusk,3,130
5079,1175,Amul Butter,1,180
5080,3284,Amul Butter,4,60
5081,1354,Godrej Hair Dye,1,200
5082,1891,Tata Tea Gold,5,80
5083,2168,Fortune Oil,2,70
5084,2759,Tata Salt,3,120
5085,664,Himalaya Face Wash,2,50
5086,1677,Harpic Toilet Cleaner,4,99
5087,2024,Dettol Liquid,4,200
5088,1024,Britannia Rusk,4,35
5089,1396,Clinic Plus Shampoo,2,50
5090,415,Ariel Detergent,1,99
5091,2475,Dove Soap,5,12
5092,453,Good Day Cookies,2,80
5093,2417,Himalaya Face Wash,4,35
5094,2713,Godrej Hair Dye,2,35
5095,3365,Dettol Liquid,1,120
5096,2091,Harpic Toilet Cleaner,5,130
5097,420,Bournvita,2,120
5098,2322,Tata Salt,1,200
5099,370,Dettol Liquid,3,80
5100,451,Dove Soap,5,35
5101,2898,Dove Soap,5,99
5102,1365,Dove Soap,4,70
5103,107,Nestle Milk,3,180
5104,2551,Bournvita,5,60
5105,3765,Colgate Toothpaste,3,45
5106,1460,Tata Tea Gold,3,12
5107,1448,Harpic Toilet Cleaner,4,40
5108,1489,Dettol Liquid,4,35
5109,3747,Britannia Rusk,2,50
5110,1941,Himalaya Face Wash,4,300
5111,1844,Amul Butter,5,10
5112,1269,Parle-G Biscuits,1,200
5113,2537,Maggi Noodles,2,50
5114,731,Britannia Rusk,5,120
5115,2365,Colgate Toothpaste,2,300
5116,3791,Ariel Detergent,3,60
5117,1073,Ariel Detergent,2,60
5118,3640,Amul Butter,1,50
5119,2276,Aashirvaad Atta,3,20
5120,2946,Fortune Oil,2,45
5121,2904,Amul Butter,2,130
5122,2574,Amul Butter,3,70
5123,3049,Godrej Hair Dye,2,120
5124,3403,Harpic Toilet Cleaner,4,120
5125,2538,Clinic Plus Shampoo,1,70
5126,3369,Bournvita,2,180
5127,1879,Good Day Cookies,5,35
5128,759,Maggi Noodles,5,130
5129,464,Bournvita,4,300
5130,2884,Nestle Milk,4,12
5131,778,Aashirvaad Atta,4,150
5132,1201,Bournvita,5,200
5133,3178,Bournvita,5,70
5134,230,Ariel Detergent,2,35
5135,2709,Aashirvaad Atta,3,12
5136,3185,Himalaya Face Wash,5,35
5137,2534,Harpic Toilet Cleaner,3,60
5138,2947,Himalaya Face Wash,4,20
5139,3109,Bournvita,3,60
5140,3326,Bournvita,1,50
5141,1112,Amul Butter,1,50
5142,2801,Colgate Toothpaste,5,80
5143,2571,Harpic Toilet Cleaner,4,130
5144,3362,Bournvita,1,50
5145,3539,Red Label Tea,5,80
5146,2328,Dove Soap,4,180
5147,1868,Amul Butter,4,35
5148,402,Fortune Oil,1,300
5149,3270,Dettol Liquid,1,300
5150,2636,Dove Soap,4,45
5151,3567,Dove Soap,1,12
5152,2443,Clinic Plus Shampoo,4,150
5153,1989,Harpic Toilet Cleaner,1,180
5154,99,Colgate Toothpaste,4,40
5155,3757,Good Day Cookies,1,120
5156,941,Tata Salt,5,50
5157,2093,Nestle Milk,5,45
5158,33,Nestle Milk,5,40
5159,3885,Parle-G Biscuits,3,40
5160,757,Red Label Tea,4,99
5161,2772,Fortune Oil,5,120
5162,1438,Clinic Plus Shampoo,5,99
5163,1402,Clinic Plus Shampoo,3,120
5164,1491,Godrej Hair Dye,3,130
5165,2705,Himalaya Face Wash,2,50
5166,2879,Good Day Cookies,3,200
5167,2806,Godrej Hair Dye,5,120
5168,3695,Maggi Noodles,3,80
5169,3143,Colgate Toothpaste,4,12
5170,2078,Dove Soap,5,300
5171,318,Bournvita,1,35
5172,3652,Godrej Hair Dye,2,80
5173,3422,Parle-G Biscuits,2,50
5174,1029,Tata Salt,3,45
5175,11,Fortune Oil,5,35
5176,3232,Fortune Oil,5,120
5177,1382,Red Label Tea,1,12
5178,1492,Amul Butter,4,70
5179,2896,Colgate Toothpaste,5,10
5180,2807,Clinic Plus Shampoo,4,40
5181,307,Aashirvaad Atta,2,40
5182,1594,Amul Butter,1,10
5183,1759,Good Day Cookies,1,10
5184,988,Britannia Rusk,4,45
5185,2258,Dettol Liquid,1,120
5186,3600,Parle-G Biscuits,5,200
5187,3279,Parle-G Biscuits,2,180
5188,3381,Maggi Noodles,2,45
5189,2969,Good Day Cookies,5,35
5190,646,Parle-G Biscuits,1,120
5191,1782,Colgate Toothpaste,5,60
5192,2875,Himalaya Face Wash,4,150
5193,464,Harpic Toilet Cleaner,2,120
5194,1149,Aashirvaad Atta,1,120
5195,945,Bournvita,1,10
5196,2449,Himalaya Face Wash,4,70
5197,2750,Fortune Oil,1,200
5198,640,Godrej Hair Dye,4,80
5199,3554,Godrej Hair Dye,5,50
5200,3381,Good Day Cookies,5,80
5201,2583,Amul Butter,2,70
5202,3203,Amul Butter,2,50
5203,2124,Godrej Hair Dye,2,45
5204,2985,Aashirvaad Atta,1,45
5205,700,Bournvita,3,130
5206,1504,Aashirvaad Atta,1,60
5207,408,Clinic Plus Shampoo,3,200
5208,964,Harpic Toilet Cleaner,4,70
5209,3515,Aashirvaad Atta,1,12
5210,3708,Maggi Noodles,4,12
5211,984,Ariel Detergent,1,120
5212,2681,Dove Soap,2,80
5213,2455,Godrej Hair Dye,3,10
5214,376,Himalaya Face Wash,3,70
5215,717,Britannia Rusk,5,120
5216,1782,Tata Tea Gold,3,45
5217,1705,Amul Butter,3,300
5218,2805,Red Label Tea,2,12
5219,1664,Maggi Noodles,5,20
5220,909,Amul Butter,3,200
5221,1657,Tata Tea Gold,5,120
5222,1262,Tata Salt,1,180
5223,3915,Harpic Toilet Cleaner,4,12
5224,2910,Amul Butter,4,150
5225,1428,Nestle Milk,5,130
5226,2013,Ariel Detergent,5,60
5227,3148,Aashirvaad Atta,3,120
5228,351,Godrej Hair Dye,5,20
5229,2483,Amul Butter,2,80
5230,1192,Bournvita,4,45
5231,2264,Fortune Oil,1,45
5232,1258,Dove Soap,5,40
5233,3468,Harpic Toilet Cleaner,4,300
5234,2084,Godrej Hair Dye,4,130
5235,143,Tata Salt,5,80
5236,3747,Red Label Tea,1,120
5237,307,Good Day Cookies,5,300
5238,1179,Himalaya Face Wash,3,130
5239,1290,Red Label Tea,2,99
5240,1722,Parle-G Biscuits,3,70
5241,42,Dove Soap,1,45
5242,911,Godrej Hair Dye,2,12
5243,893,Fortune Oil,2,12
5244,882,Bournvita,2,200
5245,3248,Amul Butter,3,150
5246,3361,Bournvita,5,180
5247,2663,Harpic Toilet Cleaner,3,40
5248,477,Colgate Toothpaste,2,45
5249,3684,Himalaya Face Wash,4,35
5250,2926,Britannia Rusk,5,120
5251,3665,Harpic Toilet Cleaner,4,80
5252,1569,Parle-G Biscuits,1,35
5253,2401,Himalaya Face Wash,1,50
5254,2153,Nestle Milk,3,150
5255,3210,Fortune Oil,1,12
5256,2388,Nestle Milk,2,130
5257,629,Good Day Cookies,4,200
5258,1528,Maggi Noodles,4,99
5259,2166,Dove Soap,4,150
5260,3947,Red Label Tea,2,45
5261,877,Fortune Oil,1,120
5262,3847,Maggi Noodles,4,40
5263,1466,Aashirvaad Atta,2,80
5264,1349,Dettol Liquid,2,50
5265,1230,Tata Tea Gold,5,70
5266,1959,Nestle Milk,3,45
5267,642,Tata Tea Gold,1,130
5268,1275,Parle-G Biscuits,5,180
5269,3272,Clinic Plus Shampoo,4,35
5270,3236,Clinic Plus Shampoo,1,45
5271,2043,Tata Tea Gold,3,40
5272,680,Clinic Plus Shampoo,1,80
5273,562,Parle-G Biscuits,4,35
5274,2450,Fortune Oil,5,200
5275,1483,Parle-G Biscuits,4,80
5276,415,Red Label Tea,5,50
5277,2095,Amul Butter,4,200
5278,1445,Dove Soap,1,300
5279,94,Bournvita,5,180
5280,1775,Clinic Plus Shampoo,5,50
5281,3024,Nestle Milk,1,45
5282,1156,Bournvita,1,50
5283,1847,Godrej Hair Dye,2,300
5284,952,Nestle Milk,3,10
5285,3368,Harpic Toilet Cleaner,5,150
5286,2468,Dettol Liquid,1,12
5287,2203,Aashirvaad Atta,4,180
5288,2231,Dove Soap,1,50
5289,1865,Godrej Hair Dye,5,99
5290,3413,Ariel Detergent,3,80
5291,3994,Himalaya Face Wash,4,45
5292,310,Godrej Hair Dye,5,35
5293,2549,Himalaya Face Wash,1,45
5294,1493,Good Day Cookies,3,60
5295,3611,Maggi Noodles,4,120
5296,3978,Tata Tea Gold,1,35
5297,1396,Harpic Toilet Cleaner,4,12
5298,623,Fortune Oil,4,10
5299,1597,Fortune Oil,5,80
5300,1123,Tata Tea Gold,2,99
5301,3360,Britannia Rusk,2,40
5302,3037,Fortune Oil,1,180
5303,1842,Red Label Tea,4,50
5304,3495,Nestle Milk,2,45
5305,3870,Harpic Toilet Cleaner,5,50
5306,945,Clinic Plus Shampoo,3,12
5307,944,Godrej Hair Dye,1,300
5308,1114,Parle-G Biscuits,1,50
5309,173,Clinic Plus Shampoo,5,10
5310,1802,Harpic Toilet Cleaner,5,60
5311,204,Parle-G Biscuits,3,50
5312,3633,Good Day Cookies,4,180
5313,1760,Harpic Toilet Cleaner,4,180
5314,3412,Bournvita,1,120
5315,1632,Godrej Hair Dye,3,200
5316,1740,Fortune Oil,3,120
5317,1430,Tata Tea Gold,3,50
5318,1830,Fortune Oil,5,150
5319,2772,Tata Tea Gold,3,50
5320,1024,Dove Soap,5,120
5321,3322,Maggi Noodles,2,80
5322,1061,Harpic Toilet Cleaner,4,200
5323,1646,Tata Salt,1,50
5324,481,Tata Salt,2,45
5325,2591,Dove Soap,1,70
5326,1631,Good Day Cookies,5,40
5327,3149,Godrej Hair Dye,5,50
5328,3202,Godrej Hair Dye,4,150
5329,666,Aashirvaad Atta,5,99
5330,2710,Dove Soap,5,80
5331,336,Dove Soap,4,200
5332,580,Maggi Noodles,4,120
5333,3230,Good Day Cookies,3,45
5334,561,Dove Soap,4,130
5335,489,Aashirvaad Atta,1,180
5336,3838,Bournvita,2,99
5337,1042,Godrej Hair Dye,1,20
5338,1318,Dettol Liquid,4,200
5339,3452,Red Label Tea,5,99
5340,1662,Colgate Toothpaste,3,12
5341,997,Harpic Toilet Cleaner,3,50
5342,3571,Fortune Oil,1,120
5343,1043,Dettol Liquid,2,50
5344,3959,Tata Tea Gold,5,120
5345,498,Nestle Milk,3,120
5346,684,Red Label Tea,4,20
5347,1180,Red Label Tea,1,45
5348,811,Amul Butter,3,300
5349,519,Aashirvaad Atta,4,120
5350,2664,Godrej Hair Dye,4,300
5351,1837,Red Label Tea,4,50
5352,2942,Dettol Liquid,5,70
5353,774,Himalaya Face Wash,2,60
5354,3018,Clinic Plus Shampoo,3,35
5355,3280,Ariel Detergent,1,70
5356,2754,Clinic Plus Shampoo,1,35
5357,1053,Dettol Liquid,5,80
5358,1429,Nestle Milk,4,50
5359,3253,Clinic Plus Shampoo,2,10
5360,3023,Parle-G Biscuits,2,200
5361,3360,Dove Soap,5,120
5362,3859,Ariel Detergent,5,130
5363,3114,Parle-G Biscuits,1,130
5364,1518,Dettol Liquid,1,120
5365,2269,Red Label Tea,5,35
5366,2308,Tata Salt,3,150
5367,3704,Godrej Hair Dye,1,40
5368,1638,Dove Soap,5,300
5369,576,Dove Soap,4,35
5370,2728,Nestle Milk,2,50
5371,604,Ariel Detergent,2,50
5372,115,Ariel Detergent,4,200
5373,2693,Dettol Liquid,3,120
5374,1408,Good Day Cookies,1,99
5375,143,Bournvita,4,130
5376,1566,Dove Soap,3,200
5377,2776,Tata Salt,3,180
5378,1167,Red Label Tea,2,70
5379,3587,Amul Butter,4,120
5380,2239,Clinic Plus Shampoo,5,300
5381,2919,Harpic Toilet Cleaner,5,150
5382,3421,Dove Soap,5,40
5383,3037,Clinic Plus Shampoo,3,200
5384,3135,Tata Salt,4,80
5385,363,Fortune Oil,4,120
5386,1898,Nestle Milk,4,35
5387,2102,Parle-G Biscuits,1,10
5388,2332,Harpic Toilet Cleaner,2,300
5389,1305,Fortune Oil,5,180
5390,3914,Himalaya Face Wash,3,200
5391,3113,Tata Tea Gold,1,45
5392,3060,Tata Salt,2,45
5393,164,Himalaya Face Wash,4,120
5394,882,Clinic Plus Shampoo,2,200
5395,487,Dove Soap,4,99
5396,2960,Ariel Detergent,4,80
5397,2314,Tata Tea Gold,2,12
5398,31,Fortune Oil,5,20
5399,2730,Parle-G Biscuits,1,120
5400,3033,Aashirvaad Atta,4,50
5401,2289,Himalaya Face Wash,5,99
5402,1504,Himalaya Face Wash,5,150
5403,155,Ariel Detergent,3,40
5404,554,Amul Butter,5,80
5405,3147,Colgate Toothpaste,5,150
5406,1780,Britannia Rusk,1,99
5407,676,Tata Salt,5,180
5408,3289,Maggi Noodles,3,200
5409,1358,Clinic Plus Shampoo,2,50
5410,3571,Fortune Oil,5,80
5411,400,Godrej Hair Dye,3,40
5412,220,Bournvita,4,20
5413,1504,Himalaya Face Wash,2,70
5414,2424,Aashirvaad Atta,5,60
5415,1669,Godrej Hair Dye,1,40
5416,749,Aashirvaad Atta,4,300
5417,1582,Bournvita,3,99
5418,1186,Colgate Toothpaste,1,12
5419,2043,Dettol Liquid,1,150
5420,795,Parle-G Biscuits,4,70
5421,2298,Fortune Oil,4,80
5422,1935,Himalaya Face Wash,1,120
5423,1725,Bournvita,4,200
5424,1177,Maggi Noodles,3,45
5425,3493,Maggi Noodles,2,180
5426,2794,Colgate Toothpaste,5,150
5427,414,Aashirvaad Atta,2,180
5428,3536,Himalaya Face Wash,5,70
5429,2391,Amul Butter,1,300
5430,2645,Nestle Milk,2,99
5431,3840,Good Day Cookies,1,40
5432,1129,Aashirvaad Atta,1,180
5433,625,Amul Butter,1,50
5434,3170,Himalaya Face Wash,2,150
5435,1294,Bournvita,5,200
5436,302,Parle-G Biscuits,5,45
5437,3647,Harpic Toilet Cleaner,5,45
5438,1963,Red Label Tea,3,50
5439,453,Himalaya Face Wash,5,45
5440,1883,Good Day Cookies,4,45
5441,3338,Amul Butter,1,180
5442,620,Colgate Toothpaste,5,40
5443,916,Bournvita,3,40
5444,209,Bournvita,4,120
5445,2112,Britannia Rusk,1,70
5446,470,Tata Tea Gold,2,10
5447,183,Dove Soap,4,45
5448,1645,Fortune Oil,1,60
5449,2701,Amul Butter,4,60
5450,1084,Tata Salt,2,45
5451,1997,Red Label Tea,3,130
5452,3583,Britannia Rusk,4,80
5453,2543,Bournvita,1,10
5454,1805,Tata Salt,4,80
5455,2461,Dettol Liquid,1,180
5456,2441,Dettol Liquid,4,150
5457,588,Dettol Liquid,1,40
5458,310,Dettol Liquid,5,50
5459,554,Aashirvaad Atta,1,300
5460,1424,Amul Butter,4,180
5461,817,Dettol Liquid,4,130
5462,1010,Maggi Noodles,1,60
5463,2082,Himalaya Face Wash,2,50
5464,2622,Godrej Hair Dye,5,50
5465,2070,Tata Tea Gold,2,80
5466,2678,Britannia Rusk,2,120
5467,1420,Aashirvaad Atta,4,12
5468,1896,Colgate Toothpaste,4,200
5469,1556,Dettol Liquid,1,12
5470,3343,Tata Salt,4,180
5471,1656,Dove Soap,4,180
5472,2250,Godrej Hair Dye,5,150
5473,2100,Nestle Milk,1,12
5474,1092,Harpic Toilet Cleaner,1,45
5475,918,Nestle Milk,1,10
5476,1025,Aashirvaad Atta,4,120
5477,3643,Nestle Milk,2,10
5478,3803,Ariel Detergent,2,80
5479,3583,Godrej Hair Dye,4,50
5480,421,Aashirvaad Atta,2,45
5481,3185,Himalaya Face Wash,2,200
5482,554,Red Label Tea,2,99
5483,3475,Clinic Plus Shampoo,3,40
5484,3250,Dove Soap,1,20
5485,2876,Bournvita,2,99
5486,177,Harpic Toilet Cleaner,4,50
5487,2199,Godrej Hair Dye,2,120
5488,1935,Parle-G Biscuits,3,20
5489,3263,Fortune Oil,3,150
5490,333,Nestle Milk,5,130
5491,3233,Ariel Detergent,3,50
5492,3749,Amul Butter,4,120
5493,2331,Dettol Liquid,2,20
5494,2130,Godrej Hair Dye,4,40
5495,1302,Himalaya Face Wash,4,180
5496,1370,Bournvita,5,10
5497,28,Parle-G Biscuits,3,60
5498,2030,Himalaya Face Wash,2,120
5499,889,Dove Soap,1,45
5500,1411,Colgate Toothpaste,2,180
5501,3511,Maggi Noodles,2,80
5502,3461,Parle-G Biscuits,1,99
5503,1861,Fortune Oil,1,50
5504,1081,Nestle Milk,4,180
5505,3069,Harpic Toilet Cleaner,2,80
5506,633,Dettol Liquid,5,50
5507,3859,Colgate Toothpaste,2,130
5508,941,Himalaya Face Wash,5,70
5509,3465,Himalaya Face Wash,2,35
5510,2263,Nestle Milk,4,20
5511,3769,Clinic Plus Shampoo,1,120
5512,1020,Dove Soap,3,180
5513,1706,Britannia Rusk,2,70
5514,1299,Britannia Rusk,5,130
5515,3536,Dettol Liquid,1,20
5516,1156,Dove Soap,1,20
5517,3623,Godrej Hair Dye,1,120
5518,2355,Dettol Liquid,1,300
5519,580,Clinic Plus Shampoo,3,20
5520,3980,Bournvita,3,180
5521,1893,Maggi Noodles,3,70
5522,52,Godrej Hair Dye,3,130
5523,638,Tata Salt,3,40
5524,1566,Britannia Rusk,5,50
5525,850,Clinic Plus Shampoo,1,120
5526,1024,Tata Tea Gold,4,180
5527,2484,Clinic Plus Shampoo,5,120
5528,3134,Harpic Toilet Cleaner,3,200
5529,1465,Tata Tea Gold,5,20
5530,1314,Aashirvaad Atta,2,300
